career_best_points,defence_touch_points,defending_bonus_points,empty_raid,green_cards,high_5s,location,match_played,name,not_out_percentage,player_id,player_team,player_team_arr,point,points_defence_offence,points_per_match_raid_tackle,raid_bonus_points,raid_map_locations,raid_points_per_match,raid_touch_points,raids,red_cards,role,series_id,series_name,success_raid_percent,success_raids,success_tackles,success_tackles_per_match,super_10s,super_raids,super_tackles,tackle_bonus_points,tackle_success_rate,tackles,total_capture_points,total_defending_points,total_raid_points,total_tackle_points,unsuccesful_tackles,unsuccess_raids,yellow_cards
15,14,2,345,8,0,,79,Nilesh Salunke,78.09,293,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",317,317,4.01,116,,3.83,187,735,0,,0,,41.22,229,12,0.15,5,9,2,,23.72,59,,14,303,14,47,161,0
7,0,0,11,0,0,,5,Shrikant Jadhav,57.14,106,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",10,10,2.0,0,,2.0,10,35,0,,3,"Pro Kabaddi League Season 3, 2016",28.57,9,0,0.0,0,0,0,,0.0,1,,0,10,0,1,15,0
5,0,0,5,0,0,,5,Shrikant Jadhav,68.75,106,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",7,7,1.4,1,,1.4,6,16,0,,4,"Pro Kabaddi League Season 4, 2016",43.75,6,0,0.0,0,0,0,,0.0,3,,0,7,0,3,5,0
13,12,2,57,1,0,,19,Shrikant Jadhav,74.7,106,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",98,98,5.15,20,,4.52,66,170,0,,8,"Pro Kabaddi League Season 5, 2017",50.58,70,10,0.52,2,2,2,,54.54,22,,12,86,12,12,43,0
17,5,1,126,0,0,,25,Shrikant Jadhav,70.48,106,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",146,146,5.84,29,,5.64,112,332,0,,26,"Pro Kabaddi League Season 6, 2018",42.46,108,4,0.16,5,4,1,,45.45,11,,5,141,5,7,98,0
15,3,0,103,0,0,,18,Shrikant Jadhav,77.17,106,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",117,117,6.5,20,,6.33,94,241,0,,49,"Pro Kabaddi League Season 7, 2019",47.3,83,3,0.16,3,2,0,,37.5,8,,3,114,3,5,55,0
0,0,0,0,0,0,0,0,Shrikant Jadhav,0.0,106,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': False}]",0,0,0.0,0,0,0.0,0,0,0,0,2,"Pro Kabaddi League Season 2, 2015",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
17,20,3,302,1,0,,72,Shrikant Jadhav,72.79,106,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': False}, {'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",378,378,5.25,70,,4.97,288,794,0,,0,,45.08,276,17,0.23,10,8,3,,44.44,45,,20,358,20,28,216,0
3,1,0,8,0,,,4,Virender Wazir Singh,70.58,313,0,,7,7,1.75,1,,1.5,5,17,0,,3,"Pro Kabaddi League Season 3, 2016",23.52,4,1,0.25,,0,0,,100.0,1,,1,6,1,0,5,0
5,0,0,2,0,,,3,Virender Wazir Singh,45.45,313,0,,8,8,2.66,3,,2.66,5,11,0,,8,"Pro Kabaddi League Season 5, 2017",27.27,3,0,0.0,,1,0,,0.0,0,,0,8,0,0,6,0
5,1,0,10,0,,,7,Virender Wazir Singh,60.71,313,0,,15,15,2.14,4,,2.0,10,28,0,,0,,25.0,7,1,0.14,,1,0,,100.0,1,,1,14,1,0,11,0
3,3,0,0,0,0,,3,Sandeep,0.0,299,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",3,3,1.0,0,,0.0,0,0,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,3,1.0,0,0,0,,30.0,10,,3,0,3,7,0,0
4,16,3,1,0,0,,10,Sandeep,50.0,299,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",16,16,1.6,0,,0.0,0,2,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,13,1.3,0,0,3,,47.05,34,,16,0,16,21,1,0
0,0,0,0,0,0,,1,Sandeep,0.0,299,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,,0.0,1,,0,0,0,1,0,0
0,0,0,0,0,0,0,0,Sandeep,0.0,299,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",0,0,0.0,0,0,0.0,0,0,0,0,8,"Pro Kabaddi League Season 5, 2017",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
4,19,3,1,0,0,,14,Sandeep,50.0,299,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",19,19,1.35,0,,0.0,0,2,0,,0,,0.0,0,16,1.14,0,0,3,,42.22,45,,19,0,19,29,1,0
2,2,0,0,0,0,,2,Darshan Kadian,0.0,324,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",2,2,1.0,0,,0.0,0,1,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,2,1.0,0,0,0,,25.0,8,,2,0,2,6,1,0
8,7,3,22,0,0,,16,Darshan Kadian,63.88,324,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",40,40,2.5,5,,2.06,28,72,0,,8,"Pro Kabaddi League Season 5, 2017",45.83,24,4,0.25,0,1,3,,30.43,23,,7,33,7,19,26,0
10,1,0,74,1,0,,14,Darshan Kadian,79.43,324,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",50,50,3.57,3,,3.5,46,141,0,,26,"Pro Kabaddi League Season 6, 2018",34.75,38,1,0.07,1,1,0,,33.33,3,,1,49,1,2,29,0
3,1,0,11,0,0,,7,Darshan Kadian,68.18,324,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",8,8,1.14,3,,1.0,4,22,0,,49,"Pro Kabaddi League Season 7, 2019",31.81,4,1,0.14,0,0,0,,10.0,10,,1,7,1,9,7,0
10,11,3,107,1,0,,39,Darshan Kadian,73.3,324,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",100,100,2.56,11,,2.28,78,236,0,,0,,37.71,66,8,0.2,1,2,3,,25.0,44,,11,89,11,36,63,0
11,4,1,75,0,0,,13,Monu Goyat,75.59,388,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",63,63,4.84,16,,4.53,43,168,0,,4,"Pro Kabaddi League Season 4, 2016",35.11,52,3,0.23,0,0,1,,30.76,13,,4,59,4,10,41,0
12,11,1,128,0,0,,26,Monu Goyat,78.63,388,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",202,202,7.76,39,,7.34,152,365,0,,8,"Pro Kabaddi League Season 5, 2017",52.32,159,10,0.38,9,4,1,,31.42,35,,11,191,11,25,78,0
17,4,0,96,8,0,,20,Monu Goyat,74.41,388,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",164,164,8.2,55,,8.0,105,301,0,,26,"Pro Kabaddi League Season 6, 2018",53.15,128,4,0.2,10,3,0,,14.81,27,,4,160,4,23,77,0
10,3,1,45,1,0,,10,Monu Goyat,73.45,388,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",46,46,4.6,13,,4.3,30,113,0,,49,"Pro Kabaddi League Season 7, 2019",38.05,38,2,0.2,1,0,1,,27.27,11,,3,43,3,9,30,0
17,22,3,344,9,0,,69,Monu Goyat,76.13,388,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",475,475,6.88,123,,6.56,330,947,0,,0,,47.83,377,19,0.27,20,7,3,,25.58,86,,22,453,22,67,226,0
11,0,0,40,1,0,,15,Ajay Kumar,78.5,389,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",61,61,4.06,8,,4.06,53,107,0,,4,"Pro Kabaddi League Season 4, 2016",57.0,44,0,0.0,2,1,0,,0.0,7,,0,61,0,7,23,0
13,0,0,129,1,0,,22,Ajay Kumar,77.43,389,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",89,89,4.04,20,,4.04,69,257,0,,8,"Pro Kabaddi League Season 5, 2017",34.63,70,0,0.0,2,2,0,,0.0,4,,0,89,0,4,58,0
8,1,0,45,0,0,,13,Ajay Kumar,77.27,389,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",33,33,2.53,8,,2.46,24,88,0,,26,"Pro Kabaddi League Season 6, 2018",36.36,23,1,0.07,0,1,0,,20.0,5,,1,32,1,4,20,0
13,1,0,214,2,0,,50,Ajay Kumar,77.65,389,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",183,183,3.66,36,,3.64,146,452,0,,0,,40.26,137,1,0.02,4,4,0,,6.25,16,,1,182,1,15,101,0
0,0,0,1,0,0,,3,Abolfazl Maghsodloumahali,50.0,300,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",0,0,0.0,0,,0.0,0,2,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,0,0.0,0,0,0,,0.0,0,,0,0,0,0,1,0
9,0,0,5,0,0,,9,Abolfazl Maghsodloumahali,62.16,300,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",25,25,2.77,6,,2.77,19,37,0,,4,"Pro Kabaddi League Season 4, 2016",67.56,18,0,0.0,0,2,0,,0.0,1,,0,25,0,1,14,0
11,6,1,106,4,0,,19,Abolfazl Maghsodloumahali,79.56,300,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",97,97,5.1,20,,4.78,71,230,0,,8,"Pro Kabaddi League Season 5, 2017",39.56,77,5,0.26,0,0,1,,42.85,14,,6,91,6,9,47,0
5,2,0,39,0,0,,10,Abolfazl Maghsodloumahali,75.32,300,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",25,25,2.5,3,,2.3,20,77,0,,26,"Pro Kabaddi League Season 6, 2018",29.87,19,2,0.2,0,2,0,,28.57,7,,2,23,2,5,19,0
4,0,0,1,0,0,,6,Abolfazl Maghsodloumahali,40.0,300,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",5,5,0.83,2,,0.83,3,10,0,,49,"Pro Kabaddi League Season 7, 2019",50.0,3,0,0.0,0,0,0,,0.0,0,,0,5,0,0,6,0
11,8,1,152,4,0,,47,Abolfazl Maghsodloumahali,75.56,300,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",152,152,3.23,31,,3.06,113,356,0,,0,,40.44,117,7,0.14,0,4,1,,36.36,22,,8,144,8,15,87,0
5,1,0,31,0,0,,9,Vinod Kumar,77.04,387,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",20,20,2.22,6,,2.11,13,61,0,,4,"Pro Kabaddi League Season 4, 2016",31.14,16,1,0.11,0,0,0,,16.66,6,,1,19,1,5,14,0
8,8,0,65,0,0,,19,Vinod Kumar,74.79,387,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",41,41,2.15,3,,1.73,30,123,0,,8,"Pro Kabaddi League Season 5, 2017",26.82,27,8,0.42,0,0,0,,27.58,29,,8,33,8,21,31,0
0,0,0,0,0,0,,1,Vinod Kumar,0.0,387,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,,0.0,2,,0,0,0,2,0,0
0,0,0,0,0,0,0,0,Vinod Kumar,0.0,387,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': False}]",0,0,0.0,0,0,0.0,0,0,0,0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
8,9,0,96,0,0,,29,Vinod Kumar,75.54,387,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': False}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",61,61,2.1,9,,1.79,43,184,0,,0,,28.26,43,9,0.31,0,0,0,,24.32,37,,9,52,9,28,45,0
4,15,4,8,1,0,,9,Anil Kumar,90.0,386,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",16,16,1.77,0,,0.11,1,10,0,,4,"Pro Kabaddi League Season 4, 2016",10.0,1,11,1.22,0,0,4,,60.0,25,,15,1,15,14,1,0
2,2,0,0,0,0,,5,Anil Kumar,0.0,386,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",2,2,0.4,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,2,0.4,0,0,0,,14.28,14,,2,0,2,12,0,0
4,7,1,0,0,0,,5,Anil Kumar,0.0,386,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",7,7,1.4,0,,0.0,0,0,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,6,1.2,0,0,1,,38.88,18,,7,0,7,12,0,0
4,24,5,8,1,0,,19,Anil Kumar,90.0,386,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",25,25,1.31,0,,0.05,1,10,0,,0,,10.0,1,19,1.0,0,0,5,,42.1,57,,24,1,24,38,1,0
3,11,0,1,0,0,,6,Sanket Chavan,100.0,360,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",11,11,1.83,0,,0.0,0,1,0,,4,"Pro Kabaddi League Season 4, 2016",0.0,0,11,1.83,0,0,0,,45.83,24,,11,0,11,13,0,0
2,4,0,1,0,0,,7,Sanket Chavan,100.0,360,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",4,4,0.57,0,,0.0,0,1,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,4,0.57,0,0,0,,26.66,15,,4,0,4,11,0,0
0,0,0,0,0,0,0,0,Sanket Chavan,0.0,360,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",0,0,0.0,0,0,0.0,0,0,0,0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
3,15,0,2,0,0,,13,Sanket Chavan,100.0,360,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",15,15,1.15,0,,0.0,0,2,0,,0,,0.0,0,15,1.15,0,0,0,,38.46,39,,15,0,15,24,0,0
4,2,1,9,0,0,,5,Sumit Singh,70.0,363,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",9,9,1.8,3,,1.4,4,20,0,,4,"Pro Kabaddi League Season 4, 2016",35.0,5,1,0.2,0,0,1,,40.0,5,,2,7,2,4,6,0
0,0,0,3,0,0,,4,Sumit Singh,60.0,363,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",0,0,0.0,0,,0.0,0,5,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,0,0.0,0,0,0,,0.0,0,,0,0,0,0,2,0
4,4,0,14,2,0,,8,Sumit Singh,77.77,363,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",15,15,1.87,6,,1.37,5,27,0,,26,"Pro Kabaddi League Season 6, 2018",40.74,7,4,0.5,0,0,0,,40.0,10,,4,11,4,6,6,0
7,3,1,37,1,0,,15,Sumit Singh,69.56,363,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",39,39,2.6,22,,2.4,14,92,0,,49,"Pro Kabaddi League Season 7, 2019",39.13,27,2,0.13,0,0,1,,27.27,11,,3,36,3,9,28,0
7,9,2,63,3,0,,32,Sumit Singh,70.83,363,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",63,63,1.96,31,,1.68,23,144,0,,0,,37.5,39,7,0.21,0,0,2,,34.61,26,,9,54,9,19,42,0
