career_best_points,defence_touch_points,defending_bonus_points,empty_raid,green_cards,high_5s,location,match_played,name,not_out_percentage,player_id,player_team,player_team_arr,point,points_defence_offence,points_per_match_raid_tackle,raid_bonus_points,raid_map_locations,raid_points_per_match,raid_touch_points,raids,red_cards,role,series_id,series_name,success_raid_percent,success_raids,success_tackles,success_tackles_per_match,super_10s,super_raids,super_tackles,tackle_bonus_points,tackle_success_rate,tackles,total_capture_points,total_defending_points,total_raid_points,total_tackle_points,unsuccesful_tackles,unsuccess_raids,yellow_cards
11,6,1,44,0,0,,13,Nitin Tomar,74.4,320,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",60,60,4.61,18,,4.15,36,125,0,,49,"Pro Kabaddi League Season 7, 2019",43.2,49,5,0.38,1,0,1,,24.0,25,,6,54,6,20,32,0
20,23,3,386,0,0,,66,Nitin Tomar,82.18,320,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",454,454,6.87,111,,6.53,320,915,0,,0,,47.1,366,20,0.3,14,10,3,,27.71,83,,23,431,23,63,163,0
13,0,0,53,0,0,,12,CPO Surjeet Singh,64.84,119,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",68,68,5.66,20,,5.66,48,165,0,,3,"Pro Kabaddi League Season 3, 2016",41.21,54,0,0.0,5,0,0,,0.0,6,,0,68,0,6,58,1
7,4,0,33,0,0,,10,CPO Surjeet Singh,81.08,119,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",37,37,3.7,13,,3.3,20,74,0,,4,"Pro Kabaddi League Season 4, 2016",44.59,27,4,0.4,0,1,0,,33.33,12,,4,33,4,8,14,0
10,4,0,63,1,0,,17,CPO Surjeet Singh,75.34,119,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",63,63,3.7,24,,3.47,35,146,0,,8,"Pro Kabaddi League Season 5, 2017",40.41,47,4,0.23,1,1,0,,36.36,11,,4,59,4,7,36,0
7,0,0,21,0,0,,9,CPO Surjeet Singh,68.88,119,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",16,16,1.77,9,,1.77,7,45,0,,26,"Pro Kabaddi League Season 6, 2018",35.55,10,0,0.0,0,1,0,,0.0,4,,0,16,0,4,14,0
0,0,0,0,0,0,0,0,CPO Surjeet Singh,0.0,119,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': False}]",0,0,0.0,0,0,0.0,0,0,0,0,2,"Pro Kabaddi League Season 2, 2015",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
13,8,0,170,1,0,,48,CPO Surjeet Singh,71.62,119,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': False}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",184,184,3.83,66,,3.66,110,430,0,,0,,40.93,138,8,0.16,6,3,0,,24.24,33,,8,176,8,25,122,1
7,8,2,35,0,0,,13,Pawan Kumar Sehrawat,64.54,318,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",53,53,4.07,6,,3.46,39,110,0,,3,"Pro Kabaddi League Season 3, 2016",40.9,36,6,0.46,0,1,2,,47.05,17,,8,45,8,11,39,0
4,0,0,8,0,0,,10,Pawan Kumar Sehrawat,48.48,318,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",11,11,1.1,6,,1.1,5,33,0,,4,"Pro Kabaddi League Season 4, 2016",33.33,8,0,0.0,0,0,0,,0.0,1,,0,11,0,1,17,0
4,1,0,6,0,0,,9,Pawan Kumar Sehrawat,45.83,318,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",10,10,1.11,2,,1.0,7,24,0,,8,"Pro Kabaddi League Season 5, 2017",37.5,5,1,0.11,0,0,0,,50.0,2,,1,9,1,1,13,0
22,11,0,81,1,0,,24,Pawan Kumar Sehrawat,77.33,318,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",282,282,11.75,36,,11.29,235,375,0,,26,"Pro Kabaddi League Season 6, 2018",72.26,209,11,0.45,13,12,0,,27.5,40,,11,271,11,29,85,0
29,14,1,67,0,0,,19,Pawan Kumar Sehrawat,74.05,318,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",256,256,13.47,52,,12.73,190,343,0,,49,"Pro Kabaddi League Season 7, 2019",70.55,187,13,0.68,13,6,1,,48.27,29,,14,242,14,16,89,0
29,34,3,197,1,0,,75,Pawan Kumar Sehrawat,72.54,318,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",612,612,8.16,102,,7.7,476,885,0,,0,,65.31,445,31,0.41,26,19,3,,38.2,89,,34,578,34,58,243,0
9,48,1,5,0,5,,12,PO Surjeet Singh,100.0,322,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",49,49,4.08,0,,0.08,1,6,0,,3,"Pro Kabaddi League Season 3, 2016",16.66,1,47,3.91,0,0,1,,64.0,75,,48,1,48,28,0,0
5,37,4,3,0,2,,14,PO Surjeet Singh,100.0,322,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",37,37,2.64,0,,0.0,0,3,0,,4,"Pro Kabaddi League Season 4, 2016",0.0,0,33,2.35,0,0,4,,50.68,73,,37,0,37,40,0,0
8,76,4,48,8,9,,24,PO Surjeet Singh,98.07,322,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",79,79,3.29,0,,0.12,3,52,0,,8,"Pro Kabaddi League Season 5, 2017",5.76,3,72,3.0,0,0,4,,52.05,146,,76,3,76,74,1,0
7,54,2,50,7,4,,23,PO Surjeet Singh,96.29,322,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",57,57,2.47,0,,0.13,3,54,0,,26,"Pro Kabaddi League Season 6, 2018",5.55,2,52,2.26,0,0,2,,41.86,129,,54,3,54,77,2,0
7,51,5,16,3,5,,19,PO Surjeet Singh,94.44,322,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",53,53,2.78,0,,0.1,2,18,0,,49,"Pro Kabaddi League Season 7, 2019",11.11,1,46,2.42,0,0,5,,49.51,103,,51,2,51,57,1,0
9,266,16,122,18,25,,92,PO Surjeet Singh,96.99,322,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",275,275,2.98,0,,0.09,9,133,0,,0,,6.76,7,250,2.71,0,0,16,,50.57,526,,266,9,266,276,4,0
6,32,6,0,0,2,,10,Sandeep Kumar Dhull,0.0,290,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",32,32,3.2,0,,0.0,0,1,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,26,2.6,0,0,6,,52.45,61,,32,0,32,35,1,0
8,35,0,0,0,2,,12,Sandeep Kumar Dhull,0.0,290,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",35,35,2.91,0,,0.0,0,0,0,,4,"Pro Kabaddi League Season 4, 2016",0.0,0,35,2.91,0,0,0,,52.23,67,,35,0,35,32,0,0
6,67,5,1,1,4,,22,Sandeep Kumar Dhull,100.0,290,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",67,67,3.04,0,,0.0,0,1,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,62,2.81,0,0,5,,52.34,128,,67,0,67,66,0,0
8,67,7,2,1,5,,20,Sandeep Kumar Dhull,66.66,290,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",68,68,3.4,1,,0.05,0,3,0,,49,"Pro Kabaddi League Season 7, 2019",33.33,0,60,3.0,0,0,7,,50.37,133,,67,1,67,73,1,0
8,201,18,3,2,13,,64,Sandeep Kumar Dhull,60.0,290,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",202,202,3.15,1,,0.01,0,5,0,,0,,20.0,0,183,2.85,0,0,18,,51.67,389,,201,1,201,206,2,0
4,19,0,10,1,0,,11,Anil Kumar,80.0,311,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",21,21,1.9,1,,0.18,1,15,0,,3,"Pro Kabaddi League Season 3, 2016",13.33,2,19,1.72,0,0,0,,37.25,51,,19,2,19,32,3,0
2,2,0,2,0,0,,4,Anil Kumar,100.0,311,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",2,2,0.5,0,,0.0,0,2,0,,4,"Pro Kabaddi League Season 4, 2016",0.0,0,2,0.5,0,0,0,,28.57,7,,2,0,2,5,0,0
1,1,0,4,1,0,,5,Anil Kumar,100.0,311,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",1,1,0.2,0,,0.0,0,4,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,1,0.2,0,0,0,,33.33,3,,1,0,1,2,0,0
4,29,4,7,1,0,,18,Anil Kumar,77.77,311,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",30,30,1.66,1,,0.05,0,9,0,,26,"Pro Kabaddi League Season 6, 2018",11.11,0,25,1.38,0,0,4,,48.33,60,,29,1,29,35,2,0
4,27,1,3,0,0,,15,Anil Kumar,100.0,311,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",27,27,1.8,0,,0.0,0,3,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,26,1.73,0,0,1,,38.02,71,,27,0,27,45,0,0
4,78,5,26,3,0,,53,Anil Kumar,84.84,311,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",81,81,1.52,2,,0.05,1,33,0,,0,,9.09,2,73,1.37,0,0,5,,40.62,192,,78,3,78,119,5,0
6,5,1,28,1,,,6,Umesh Mhatre,81.25,272,0,,19,19,3.16,3,,2.33,11,48,0,,3,"Pro Kabaddi League Season 3, 2016",22.91,11,4,0.66,,0,1,,44.44,9,,5,14,5,5,9,0
5,4,1,4,0,,,2,Umesh Mhatre,100.0,272,0,,8,8,4.0,1,,2.0,3,8,0,,4,"Pro Kabaddi League Season 4, 2016",50.0,4,3,1.5,,0,1,,33.33,9,,4,4,4,6,0,0
1,0,0,4,0,,,5,Umesh Mhatre,45.45,272,0,,1,1,0.2,0,,0.2,1,11,0,,8,"Pro Kabaddi League Season 5, 2017",9.09,1,0,0.0,,0,0,,0.0,0,,0,1,0,0,6,0
6,9,2,36,1,,,13,Umesh Mhatre,77.61,272,0,,28,28,2.15,4,,1.46,15,67,0,,0,,23.88,16,7,0.53,,0,2,,38.88,18,,9,19,9,11,15,0
3,11,0,18,0,,,14,Deepak Kumar Rathee,78.57,275,0,,17,17,1.21,0,,0.42,6,28,0,,3,"Pro Kabaddi League Season 3, 2016",14.28,4,11,0.78,,1,0,,33.33,33,,11,6,11,22,6,0
2,4,1,9,0,,,6,Deepak Kumar Rathee,70.58,275,0,,7,7,1.16,0,,0.5,3,17,0,,8,"Pro Kabaddi League Season 5, 2017",17.64,3,3,0.5,,0,1,,50.0,6,,4,3,4,3,5,0
3,15,1,27,0,,,20,Deepak Kumar Rathee,75.55,275,0,,24,24,1.2,0,,0.45,9,45,0,,0,,15.55,7,14,0.7,,1,1,,35.89,39,,15,9,15,25,11,0
4,16,0,1,0,,,9,Vinod Kumar,100.0,215,0,,16,16,1.77,0,,0.0,0,1,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,16,1.77,,0,0,,39.02,41,,16,0,16,25,0,0
5,30,0,0,0,,,12,Vinod Kumar,0.0,215,0,,30,30,2.5,0,,0.0,0,0,0,,4,"Pro Kabaddi League Season 4, 2016",0.0,0,30,2.5,,0,0,,47.61,63,,30,0,30,33,0,0
2,2,0,0,0,,,4,Vinod Kumar,0.0,215,0,,2,2,0.5,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,2,0.5,,0,0,,12.5,16,,2,0,2,14,0,0
0,0,0,0,0,,,2,Vinod Kumar,0.0,215,0,,0,0,0.0,0,,0.0,0,0,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,,0,0,,0.0,8,,0,0,0,8,0,0
5,48,0,1,0,,,27,Vinod Kumar,100.0,215,0,,48,48,1.77,0,,0.0,0,1,0,,0,,0.0,0,48,1.77,,0,0,,37.5,128,,48,0,48,80,0,0
0,0,0,1,0,0,,2,Vinoth Kumar,33.33,172,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",0,0,0.0,0,,0.0,0,3,0,,2,"Pro Kabaddi League Season 2, 2015",0.0,0,0,0.0,0,0,0,,0.0,0,,0,0,0,0,2,0
5,0,0,12,0,0,,7,Vinoth Kumar,62.5,172,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",16,16,2.28,4,,2.28,12,40,0,,3,"Pro Kabaddi League Season 3, 2016",40.0,13,0,0.0,0,0,0,,0.0,2,,0,16,0,2,15,0
4,0,0,7,0,0,,3,Vinoth Kumar,58.33,172,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",8,8,2.66,0,,2.66,8,24,0,,4,"Pro Kabaddi League Season 4, 2016",33.33,7,0,0.0,0,0,0,,0.0,1,,0,8,0,1,10,0
4,0,0,14,0,0,,4,Vinoth Kumar,82.6,172,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",6,6,1.5,3,,1.5,3,23,0,,8,"Pro Kabaddi League Season 5, 2017",26.08,5,0,0.0,0,0,0,,0.0,2,,0,6,0,2,4,0
0,0,0,2,0,0,,1,Vinoth Kumar,50.0,172,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,,0.0,0,4,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,,0.0,1,,0,0,0,1,2,0
0,0,0,0,0,0,0,0,Vinoth Kumar,0.0,172,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}]",0,0,0.0,0,0,0.0,0,0,0,0,1,"Pro Kabaddi League Season 1, 2014",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,Vinoth Kumar,0.0,172,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': False}]",0,0,0.0,0,0,0.0,0,0,0,0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
5,0,0,36,0,0,,17,Vinoth Kumar,64.89,172,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': False}, {'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",30,30,1.76,7,,1.76,23,94,0,,0,,31.91,25,0,0.0,0,0,0,,0.0,6,,0,30,0,6,33,0
4,14,2,0,0,,,11,Rahul Kumar,0.0,288,0,,14,14,1.27,0,,0.0,0,0,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,12,1.09,,0,2,,27.27,44,,14,0,14,32,0,0
1,2,0,0,0,,,9,Rahul Kumar,0.0,288,0,,2,2,0.22,0,,0.0,0,0,0,,4,"Pro Kabaddi League Season 4, 2016",0.0,0,2,0.22,,0,0,,11.11,18,,2,0,2,16,0,0
3,6,0,1,0,,,10,Rahul Kumar,100.0,288,0,,6,6,0.6,0,,0.0,0,1,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,6,0.6,,0,0,,20.0,30,,6,0,6,24,0,0
4,22,2,1,0,,,30,Rahul Kumar,100.0,288,0,,22,22,0.73,0,,0.0,0,1,0,,0,,0.0,0,20,0.66,,0,2,,21.73,92,,22,0,22,72,0,0
5,0,0,10,0,0,,7,Nilesh Salunke,75.0,293,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",10,10,1.42,2,,1.42,8,20,0,,3,"Pro Kabaddi League Season 3, 2016",50.0,5,0,0.0,0,1,0,,0.0,3,,0,10,0,3,5,0
10,1,0,58,0,0,,15,Nilesh Salunke,75.53,293,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",62,62,4.13,16,,4.06,45,139,0,,4,"Pro Kabaddi League Season 4, 2016",43.88,47,1,0.06,1,1,0,,10.0,10,,1,61,1,9,34,0
11,7,2,129,2,0,,21,Nilesh Salunke,83.8,293,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",105,105,5.0,36,,4.66,62,247,0,,8,"Pro Kabaddi League Season 5, 2017",39.67,78,5,0.23,3,2,2,,38.88,18,,7,98,7,13,40,0
9,4,0,89,5,0,,19,Nilesh Salunke,73.63,293,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",85,85,4.47,34,,4.26,47,201,0,,26,"Pro Kabaddi League Season 6, 2018",40.29,59,4,0.21,0,4,0,,19.04,21,,4,81,4,17,53,0
15,2,0,59,1,0,,17,Nilesh Salunke,77.34,293,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",55,55,3.23,28,,3.11,25,128,0,,49,"Pro Kabaddi League Season 7, 2019",41.4,40,2,0.11,1,1,0,,28.57,7,,2,53,2,5,29,0
